claim_text,claimant,claim_date,review_date,rating,publisher_domain,review_title,review_url,language,language_name,data_source,extraction_method
"फेब्रुवारी महिन्याच्या शेवटच्या आठवड्यातही अनेक फेक दावे सोशल मीडियावर व्हायरल झाले. गुंडांना अटक करतानाचा यूपी पोलिसांचा व्हिडिओ, असा दावा करण्यात आला. हरिद्वार येथील अनाथाश्रमात मुलाला अमानुष मारहाण करण्यात आली, असा दावा झाला. छावा फिल्म बघितल्यानंतर सर्व लोक हाजीअली मध्ये शिरले, असा दावा करण्यात आला. लोकप्रिय हिंदी पार्श्वगायक मोहम्मद रफी यांची मुलगी हिंदू मुलीसारखी वेशभूषा करून हरिनाम संकीर्तन करताना, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्ट चेक या रिपोर्टमध्ये वाचता येतील.",,,"Mar 1, 2025",,newschecker.in,Weekly Wrap: हरिद्वारच्या अनाथाश्रमात मुलास मारहाण ते छावा पाहून दर्ग्यात शिरलेल्या जमावा पर्यंतचे फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/crime-mr/weekly-wrap-viral-claims-fifth-week-feb-25,mr,Marathi,newschecker_scrape,html_fallback
"नवीन वर्षात जानेवारी महिन्याच्या पहिल्या आठवड्यातही अनेक फेक दावे व्हायरल झाले. एक फोटो शेयर करीत महाकुंभ मेळ्यात पकडलेल्या दहशतवादी अयुबचा आहे, असा दावा करण्यात आला. ‘महावाचन उत्सव’ च्या प्रशस्तिपत्रकात असंख्य चुका आहेत, असा दावा करण्यात आला. अमृतसर येथे वकील आणि स्थानिक लोकांनी आंबेडकरांचा पुतळा तोडणाऱ्या व्यक्तीला मारहाण केली, असा दावा करण्यात आला. जलशुद्धीकरण प्रकल्पाची दुरुस्ती असल्याने फिल्टर न करता येणारे पाणी गरम करून प्या असे आवाहन महानगरपालिकेने केले आहे, असा दावा करण्यात आला. या आणि इतर दाव्यांचे फॅक्ट चेक या रिपोर्टमध्ये वाचता येतील.",,,"Feb 1, 2025",,newschecker.in,Weekly Wrap: जानेवारीच्या शेवटच्या आठवड्यातील दाव्यांचे फॅक्ट चेक,https://newschecker.in/mr/fact-checks-mr/crime-mr/weekly-wrap-viral-claims-last-week-jan-2025,mr,Marathi,newschecker_scrape,html_fallback
"परतीच्या पावसाचा जोरदार मारा सुरु असतानाच ऑक्टोबर महिन्याच्या तिसऱ्या आठवड्यातही सोशल मीडियावर खोट्या दाव्यांचा पाऊस पडला. पप्पू यादव यांनी आधी लॉरेन्स बिश्नोईला धमकावले, पण शुद्धीवर आल्यानंतर ते ढसाढसा रडू लागले. असा दावा करण्यात आला. तरुण रतन टाटा सायकलवर दाखवणारा एक दुर्मिळ फोटो, असा दावा करण्यात आला. सलमान खानने त्याचे मित्र आणि राष्ट्रवादीचे नेते बाबा सिद्दीकीच्या हत्येनंतर लॉरेन्स बिश्नोईला धमकी दिली, असा दावा करण्यात आला. बाबा सिद्दीकी यांच्या हत्येनंतर मुंबईत देवेंद्र फडणवीस यांचे पोस्टर लावण्यात आले असून त्यावर ‘बदला पुरा’ असे लिहिले आहे. असा दावा झाला. अजानच्या आधी आणि नंतर १५ मिनिटे भजन-कीर्तन बंदचा आदेश नाशिकवरुन आलाय, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्टचेक या रिपोर्टमध्ये पाहता येतील.",,,"Oct 19, 2024",,newschecker.in,Weekly Wrap: नाशिकमधून आलेल्या आदेशापासून सलमान खानच्या धमकीपर्यंत प्रमुख दाव्यांचे फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/crime-mr/weekly-wrap-viral-claims-third-week-october-2024,mr,Marathi,newschecker_scrape,html_fallback
Claimआसाममध्ये काजल नावाच्या मुलीवर तिच्या मुस्लिम प्रियकराने बलात्कार करून तिची हत्या केली आणि तिचा मृतदेह फ्रीझमध्ये बांधून ठेवला होता.Factव्हायरल फोटोसह करण्यात येत असलेला दावा खोटा आहे.,,,"Jul 23, 2024",False,newschecker.in,Fact Check: आसाममध्ये बलात्कार आणि लव्ह जिहादच्या खोट्या दाव्यासह अनेक वर्ष जुने चित्र होतेय व्हायरल,https://newschecker.in/mr/fact-checks-mr/crime-mr/assam-love-jihad-girl-murder-false-claim,mr,Marathi,newschecker_scrape,html_fallback
Claimबदलापूर लैंगिक अत्याचार प्रकरणातील आरोपी अश्रफ हुसेन याला नागरिकांनी चांगलाच चोपला.Factहा दावा खोटा आहे. प्रत्यक्षात आरोपीचे नाव अक्षय शिंदे आहे. शाळेच्या तोडफोडीवेळी काही कर्मचाऱ्यांना मारहाण करतानाचा हा व्हिडीओ खोट्या कम्युनल दाव्याने व्हायरल केला जात आहे.,,,"Aug 24, 2024",False,newschecker.in,फॅक्ट चेक: बदलापूर येथील शाळा तोडफोडीचा व्हिडीओ खोट्या कम्युनल दाव्यांसह होतोय व्हायरल,https://newschecker.in/mr/fact-checks-mr/crime-mr/badlapur-school-sexual-assult-case-accused-beaten-muslim,mr,Marathi,newschecker_scrape,html_fallback
Claimमहाराष्ट्रात बलात्काराचा आरोपी हाफिज बेगला पकडण्यासाठी गेलेल्या पोलिसांवर मुस्लिमांनी हल्ला केला.Factबलात्काराच्या आरोपीला पोलिस कोठडीतून आपल्याकडे सोपवण्याची मागणी करणाऱ्या जमावाने पोलिस ठाण्यावर हल्ला केला होता. या घटनेत कोणताही सांप्रदायिक अँगल नाही.,,,"Jun 25, 2024",False,newschecker.in,"Fact Check: बलात्कारातील आरोपीला जमावाकडे सोपवण्याची मागणी करणाऱ्यांचा पोलिस स्टेशनवर हल्ला, ही घटना बनावट सांप्रदायिक दाव्यासह व्हायरल",https://newschecker.in/mr/fact-checks-mr/crime-mr/jalgaon-rape-murder-mob-police-attack,mr,Marathi,newschecker_scrape,html_fallback
Claimएका महिलेने आपल्या सात वर्षांच्या मुलीवर बलात्कार करून खून करणाऱ्या व्यक्तीला कोर्टरूममध्ये गोळ्या घालून ठार मारले त्याचे व्हिडीओ फुटेज.Factक्लिप 1981 च्या वास्तविक घटनेवर आधारित 1984 च्या जर्मन चित्रपटातील आहे. मारियान बाचमेयरने तिच्या सात वर्षांच्या मुलीवर बलात्कार आणि हत्येचा खटला असलेल्या क्लाऊस ग्रॅबोव्स्कीला गोळ्या घालून ठार मारले होते.,,,"Sep 2, 2024",Missing Context,newschecker.in,फॅक्ट चेक: आपल्या मुलीच्या बलात्काऱ्याला कोर्टात गोळ्या घालणाऱ्या महिलेचे फुटेज? 1984 च्या चित्रपटातील क्लिप खरी म्हणून होतेय शेअर,https://newschecker.in/mr/fact-checks-mr/crime-mr/mother-shooting-her-daughters-rapist-in-court,mr,Marathi,newschecker_scrape,html_fallback
"Claimबांगलादेशात गणपती बसविला तर मुस्लिमांनी तोडफोड केली.Factही दृश्ये ऑगस्ट 2021 मधील आहेत, जेव्हा जमावाने पाकिस्तानातील रहीम यार जिल्ह्यातील सिद्धी विनायक मंदिराची तोडफोड केली होती.",,,"Sep 18, 2024",False,newschecker.in,फॅक्ट चेक: बांगलादेशात गणपती बसविला तर तोडफोड केली असे सांगत पाकिस्तानातील घटनेचा तीन वर्षे जुना व्हिडीओ व्हायरल,https://newschecker.in/mr/fact-checks-mr/crime-mr/video-of-pakistan-shared-as-bangaladesh,mr,Marathi,newschecker_scrape,html_fallback
"सप्टेंबर महिन्याच्या पहिल्या आठवड्यातही सोशल मीडियावर फेक पोस्टचा पाऊस पडतच राहिला. एका महिलेने आपल्या सात वर्षांच्या मुलीवर बलात्कार करून खून करणाऱ्या व्यक्तीला कोर्टरूममध्ये गोळ्या घालून ठार मारले त्याचे व्हिडीओ फुटेज, असा दावा करण्यात आला. तामिळनाडूतील महिलेने दुबईत एका पाकिस्तानी महिला बॉक्सरचे खुले आव्हान स्वीकारले आणि तिला काही वेळातच खाली पाडले, असा दावा झाला. पहिल्यांदा मशीद आणि चर्चमधील पैसे घेऊन या असे म्हणत कर्नाटकातील पुजारी सरकारी अधिकाऱ्यांशी भांडत आहेत, असा दावा करण्यात आला. उत्तर प्रदेशातील बहराइचमध्ये वृद्धावर लांडग्याच्या हल्ल्याचा व्हिडिओ, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्टचेक या रिपोर्टमध्ये वाचता येतील.",,,"Sep 7, 2024",,newschecker.in,Weekly Wrap: सप्टेंबर महिन्याच्या पहिल्या आठवड्यातील प्रमुख फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/crime-mr/weekly-wrap-viral-claims-first-week-september-2024,mr,Marathi,newschecker_scrape,html_fallback
"मागील आठवड्यातही सोशल मीडियावर फेक पोस्टचा धुमाकूळ झालाच. केरळच्या एक गावात पक्षाने राष्ट्रध्वज फडकविला असा दावा करण्यात. यूपीमध्ये हिंदू महिलेला 24 मुलं असल्याचा दावा करण्यात आला. राहुल गांधी विवाहित असून आपली विदेशी पत्नी आणि मुलांसमवेत सहलीवर गेले असल्याचे छायाचित्रात दिसत आहे, असा दावा करण्यात आला. एक व्हिडिओ कोलकाता येथील आरजी कार मेडिकल कॉलेजमधील बलात्कार पीडितेशी संबंधित आहे, असा दावा करण्यात आला. बदलापूर लैंगिक अत्याचार प्रकरणातील आरोपीचे नाव अश्रफ हुसेन असून त्याला नागरिकांनी चोपला, असा दावा करण्यात आला. या आणि इतर प्रमुख दाव्यांचे फॅक्टचेक या रिपोर्ट मध्ये वाचता येतील.",,,"Aug 24, 2024",,newschecker.in,Weekly Wrap: ध्वज फडकविणारा पक्षी ते 24 मुलांची आई पर्यंत व्हायरल दाव्यांचे फॅक्टचेक,https://newschecker.in/mr/fact-checks-mr/crime-mr/weekly-wrap-viral-claims-of-fourth-week-august-2024,mr,Marathi,newschecker_scrape,html_fallback
