query,query_lang,claim_text,claimant,claim_date,claim_date_parsed,claim_year,claim_month,publisher_name,publisher_domain,review_title,review_url,review_date,rating,rating_clean,language,language_name,claim_char_len,claim_word_len,detected_script,has_claimant,data_source
Facebook,curated,"फेसबुक यूजर “दीपकदीप दीप” ने 21 जुलाई को फेसबुक पर इस फोटो को शेयर किया था। पंजाबी में लिखे कैप्शन के मुताबिक, “मुख्यमंत्री भगवंत मान आजारी आहेत. पोटात संसर्ग झाल्याने त्यांना दिल्लीतील अपोलो रुग्णालयात दाखल करण्यात आले होते. भगवंत मान यांच्यासाठी दोन शब्द लिहा",“दीपकदीप दीप,2022-07-25T08:16:58Z,2022-07-25 08:16:58+00:00,2022.0,7.0,विश्वास न्यूज,vishvasnews.com,Fact Check: Old image of Bhagwantv Mann admitted to hospital goes viral as recent - Fact Check: दवाखान्यात भरती असलेल्या सीएम भगवंत मान ह्यांचे जुने चित्र आताचे सांगून व्हायरल,https://www.vishvasnews.com/marathi/viral/fact-check-old-image-of-punjab-cm-admitted-to-hospital-goes-viral-as-recent/,2022-07-25T08:16:58Z,Half true,unknown,mr,Marathi,261,44,devanagari,True,google_factcheck_api
Facebook,curated,स्पष्ट और खरा बोलने वाले नाना पाटेकर ने एक twitte किया है l सोचा आप facebook वालो को भी share कर दिया जाये l,Social Media User,2022-06-27T00:00:00Z,2022-06-27 00:00:00+00:00,2022.0,6.0,विश्वास न्यूज,vishvasnews.com,Fact Check: Tweet from parody account of Nana Patekar goes viral as real. - Fact Check: नाना पाटेकर च्या नावाने बनलेल्या पेरोडी अकॉउंट चा ट्विट खरा समजून व्हायरल,https://www.vishvasnews.com/marathi/politics/fact-check-tweet-from-nana-patekars-parody-account-goes-viral-as-real/,2022-06-28T00:00:00Z,FALSE,false,mr,Marathi,108,24,devanagari,True,google_factcheck_api
viral video,curated,viral video of son marries his mother in pakistan is fake,Social Media,2025-01-01T00:00:00Z,2025-01-01 00:00:00+00:00,2025.0,1.0,Esakal,esakal.com,"Fact Check : पाकिस्तानमधील मुलाने स्वतःच्या आईसोबतच केलं लग्न? व्हायरल व्हिडिओ खोटा, डोळ्यात पाणी आणणारी खरी कहाणी वाचा",https://www.esakal.com/viral-satya/fact-check-son-marries-his-mother-in-pakistan-viral-video-fake-post-ssg2,2025-01-01T00:00:00Z,FALSE,false,mr,Marathi,57,11,latin,True,google_factcheck_api
viral video,curated,Fact Check Pankaj tripathi did not campaign against bjp in the advertisement viral video was edited shared by aam adami party,,2024-12-06T00:00:00Z,2024-12-06 00:00:00+00:00,2024.0,12.0,Esakal,esakal.com,Fact Check : पंकज त्रिपाठी यांनी जाहिरातीत भाजपविरोधात प्रचार केला नाही. तो 'व्हिडीओ' एडिट केलेला,https://www.esakal.com/viral-satya/fact-check-pankaj-tripathi-did-not-campaign-against-bjp-in-the-advertisement-viral-video-was-edited-shared-by-aam-adami-party-sk88,2024-12-06T00:00:00Z,FALSE,false,mr,Marathi,125,21,latin,False,google_factcheck_api
व्हायरल व्हिडिओ,curated,पंतप्रधान नरेंद्र मोदी यांच्या मेकअपचा व्हिडिओ.,FB User ‘Adv Shubham,2026-06-01T11:28:20Z,2026-06-01 11:28:20+00:00,2026.0,6.0,विश्वास न्यूज,vishvasnews.com,Fact Check: पंतप्रधान मोदींच्या मेकअपचा जुना व्हिडिओ व्हायरल ...,https://www.vishvasnews.com/marathi/politics/fact-check-old-video-of-pm-modis-makeup-goes-viral-pm-modi-had-given-measurements-for-madame-tussauds-museum/,2026-06-01T11:28:20Z,False,false,mr,Marathi,47,6,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,नोएडातील आंदोलनादरम्यान कामगारांनी कारखान्याला आग लावली.,Inst User report bharat,2026-04-16T11:09:15Z,2026-04-16 11:09:15+00:00,2026.0,4.0,विश्वास न्यूज,vishvasnews.com,Fact Check: हा व्हिडिओ ठाण्यातील एका रासायनिक कारखान्याला लागलेल्या ...,https://www.vishvasnews.com/marathi/viral/fact-check-this-video-is-of-a-fire-at-a-chemical-factory-in-thane-not-of-a-workers-protest-in-noida/,2026-04-16T11:09:15Z,False,false,mr,Marathi,56,6,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,हा व्हिडिओ इस्रायलचे पंतप्रधान बेंजामिन नेतान्याहू यांच्या विरोधातील आंदोलनाचा आहे.,Insta User- thelivetvnews,2026-03-24T08:57:42Z,2026-03-24 08:57:42+00:00,2026.0,3.0,विश्वास न्यूज,vishvasnews.com,Fact Check: तेल अवीवमधील नेतान्याहू-विरोधी निदर्शने आणि चेंगराचेंगरीचा ...,https://www.vishvasnews.com/marathi/world/fact-check-viral-video-of-anti-netanyahu-protests-and-stampede-in-tel-aviv-is-from-iran/,2026-03-24T08:57:42Z,False,false,mr,Marathi,83,10,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,भारतीय लष्करप्रमुखांनी अधिकृतपणे 'कबूल' केले की त्यांनी इराणी जहाजाचे स्थान इस्रायलला सांगितले.,X User-FARMLIK,2026-03-11T12:28:58Z,2026-03-11 12:28:58+00:00,2026.0,3.0,विश्वास न्यूज,vishvasnews.com,Fact Check: भारताने इराणी जहाजाचे स्थान शेअर केल्याचा दावा खोटा आहे ...,https://www.vishvasnews.com/marathi/ai-check/fact-check-the-claim-that-india-shared-the-location-of-an-iranian-ship-is-false-the-viral-video-of-the-army-chief-with-this-claim-is-a-deepfake/,2026-03-11T12:28:58Z,False,false,mr,Marathi,95,12,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,राजपाल यादव यांच्या समर्थनार्थ पुढे आले शाहरुख खान.,Inst User ayubeditz,2026-02-19T11:04:21Z,2026-02-19 11:04:21+00:00,2026.0,2.0,विश्वास न्यूज,vishvasnews.com,Fact Check: राजपाल यादव यांना पाठिंबा देणारा शाहरुख खान यांचा व्हायरल ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-viral-video-of-shah-rukh-khan-supporting-rajpal-yadav-was-created-by-ai/,2026-02-19T11:04:21Z,False,false,mr,Marathi,51,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,सलमान खान यांनी विराट कोहली यांना देशद्रोही म्हटले,Inst user ayubeditz,2026-01-30T08:52:01Z,2026-01-30 08:52:01+00:00,2026.0,1.0,विश्वास न्यूज,vishvasnews.com,Fact Check: सलमान खान यांनी विराट कोहली यांना नाही म्हटले देशद्रोही ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-salman-khan-did-not-call-virat-kohli-a-traitor-viral-video-ai-generated/,2026-01-30T08:52:01Z,False,false,mr,Marathi,50,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,धर्मेंद्र यांनी त्यांच्या मृत्यूच्या खोट्या बातमीवर प्रतिक्रिया दिली.,FB User Pintu Shukla,2025-11-19T14:36:55Z,2025-11-19 14:36:55+00:00,2025.0,11.0,विश्‍वास न्‍यूज,vishvasnews.com,Fact Check: माझ्या मृत्युच्या अफवांवर प्रतिक्रिया द्यायची नाही हा ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-dharmendras-video-says-he-doesnt-want-to-react-to-rumors-of-his-death-viral-post-is-misleading/,2025-11-19T14:36:55Z,False,false,mr,Marathi,69,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,हे वलसाड येथील DPS SCHOOL Rajbag येथील शिक्षक शकील अहमद अन्सारी आहेत.,Facebook User Gopal Ji Gopal Ji,2025-05-30T07:33:39Z,2025-05-30 07:33:39+00:00,2025.0,5.0,विश्वास न्यूज,vishvasnews.com,Fact Check: DPS वलसाडमध्ये मुलांना मारहाण करण्याच्या नावाखाली ...,https://www.vishvasnews.com/marathi/viral/fact-check-the-video-going-viral-in-the-name-of-beating-children-in-dps-valsad-is-actually-from-egypt/,2025-05-30T07:33:39Z,False,false,mr,Marathi,69,12,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,आग्रा ताजमहालमध्ये सिंहाचा हल्ला,फेसबुक यूजर -Uday Veer,2025-05-24T09:46:48Z,2025-05-24 09:46:48+00:00,2025.0,5.0,विश्वास न्यूज,vishvasnews.com,"Fact Check: गर्दीत फिरणाऱ्या सिंहाचा हा व्हिडिओ एडिटेड आहे, खोटा दावा ...",https://www.vishvasnews.com/marathi/viral/fact-check-this-video-of-a-lion-roaming-in-a-crowd-is-edited-false-claim-goes-viral/,2025-05-24T09:46:48Z,False,false,mr,Marathi,32,4,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,ऑफ ड्यूटी अधिकाऱ्यानं कारण नसताना बाईक जप्त केल्याचा दावा,Social Media,2025-04-12T09:37:00Z,2025-04-12 09:37:00+00:00,2025.0,4.0,Maharashtra Times,maharashtratimes.com,Fact Check: ऑफ ड्यूटी अधिकाऱ्यानं कारण नसताना बाईक जप्त केली ...,https://maharashtratimes.com/india-news/off-duty-officer-seized-bike-without-reason-fact-check/articleshow/120277939.cms,,Mostly false,unknown,mr,Marathi,57,9,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,नागपूर हिंसाचारानंतर मराठा हातात लाठी काठी घेऊन नागपूरच्या दिशेने कूच करत आहेत असा दावा करण्यात आला आहे.,Instagram User,2025-03-26T00:00:00Z,2025-03-26 00:00:00+00:00,2025.0,3.0,Lokmat.com,lokmat.com,Fact Check: संभाजी भिडे समर्थकांचा व्हायरल व्हिडिओ नागपूर हिंसाचाराशी ...,https://www.lokmat.com/fact-check/fact-check-viral-video-of-sambhaji-bhide-supporters-is-not-related-to-nagpur-violence-a-a629/,2025-03-27T11:20:09Z,चूक,unknown,mr,Marathi,104,17,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,गोव्यात आलेल्या भीषण वादळामुळे 12 हजार लोकांचा मृत्यू,Instagram user ‘___father_sab_’,2025-03-21T10:53:43Z,2025-03-21 10:53:43+00:00,2025.0,3.0,विश्वास न्यूज,vishvasnews.com,Fact Check: गोव्याच्या नावाने व्हायरल होत असलेला उंच लाटांचा हा व्हिडिओ ...,https://www.vishvasnews.com/marathi/ai-check/fact-check-viral-video-of-high-waves-falsely-claiming-goa-fake/,2025-03-21T10:53:43Z,Half true,unknown,mr,Marathi,53,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,बाइक स्टंटचा व्हायरल व्हिडिओ पाकिस्तानचा नसून हैदराबादचा आहे,Social Media,2025-01-06T21:48:00Z,2025-01-06 21:48:00+00:00,2025.0,1.0,Maharashtra Times,maharashtratimes.com,Fact Check: रस्त्याच्या मधोमध बाइक स्टंट! व्हायरल व्हिडिओ ...,https://maharashtratimes.com/india-news/viral-video-of-bike-stunt-on-the-middle-of-the-road-is-from-hyderabad-india-not-pakistan/articleshow/117076338.cms,,True,true,mr,Marathi,60,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,महाकुंभची व्हायरल गर्ल मोनालिसाचा किसिंग व्हिडिओ खरा आहे का?,Social media,2025-01-28T09:16:00Z,2025-01-28 09:16:00+00:00,2025.0,1.0,Maharashtra Times,maharashtratimes.com,Fact Check:महाकुंभची व्हायरल गर्ल मोनालिसाचा किसिंग व्हिडिओ ? सत्य ...,https://maharashtratimes.com/india-news/mahakumbh-2025-viral-girl-monalisa-kissing-video-on-instagram-know-truth/articleshow/117626698.cms,,False,false,mr,Marathi,60,9,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,रेल्वेवर दगडफेकीचा व्हायरल व्हिडीओ महाकुंभशी संबधीत असल्याचा दावा,Social Media,2025-01-16T08:44:00Z,2025-01-16 08:44:00+00:00,2025.0,1.0,Maharashtra Times,maharashtratimes.com,Fact Check: महाकुंभला जाणाऱ्या भाविकांच्या रेल्वेवर दगडफेक? व्हायरल ...,https://maharashtratimes.com/india-news/mahakumbh-mela-train-stone-pelting-truth-behind-the-viral-video-on-social-media/articleshow/117326568.cms,,Mostly false,unknown,mr,Marathi,65,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,डॉक्टर देवी शेट्टी यांचा डीपफेक व्हिडीओ व्हायरल,Social media,2024-12-27T08:31:00Z,2024-12-27 08:31:00+00:00,2024.0,12.0,Maharashtra Times,maharashtratimes.com,Fact Check : डॉ. देवी शेट्टी यांचा सांधेदुखीवर उपचार सांगणारा 'तो' व्हायरल ...,https://maharashtratimes.com/india-news/fact-check-doctor-devi-shetty-viral-video-on-arthritis-treatment-is-deepfake/articleshow/116962203.cms,,False,false,mr,Marathi,47,7,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,"हा व्हिडिओ मुंबईचा आहे, जिथे बोट बुडाल्यामुळे अनेकांना आपला जीव गमवावा लागला आहे.",इंस्टाग्राम वापरकर्ता ‘mumbai.hai.bhai’,2025-01-03T08:14:35Z,2025-01-03 08:14:35+00:00,2025.0,1.0,विश्वास न्यूज,vishvasnews.com,Fact Check: मुंबई नाव अपघाताच्या नावावर व्हायरल होणारा हा व्हिडिओ ...,https://www.vishvasnews.com/marathi/viral/fact-check-this-video-which-is-going-viral-in-the-name-of-mumbai-boat-accident-is-from-congo/,2025-01-03T08:14:35Z,False,false,mr,Marathi,81,13,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,मुख्यमंत्री योगी आदित्यनाथ यांनी 'कुफी' घातलेला व्हिडिओ व्हायरल,social media,2024-12-27T12:53:00Z,2024-12-27 12:53:00+00:00,2024.0,12.0,Maharashtra Times,maharashtratimes.com,Fact Check: मुख्यमंत्री योगी आदित्यनाथ यांनी 'कुफी' घातली? व्हायरल ...,https://maharashtratimes.com/india-news/fact-check-up-cm-yogi-adityanath-wearing-muslim-cap-video-found-to-be-ai-generated/articleshow/116855889.cms,,False,false,mr,Marathi,63,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,बांगलादेशात मुस्लिमांना हिंदूंविरोधात भडकवण्यासाठी दाखवली जात असलेली बाबरी मशिदीवरील डॉक्युमेंटरी.,FB User-Sanju Raghav,2024-12-18T11:58:53Z,2024-12-18 11:58:53+00:00,2024.0,12.0,विश्वास न्यूज,vishvasnews.com,Fact Check: बांगलादेशातील बाबरी मशिदीवरील डॉक्युमेंटरी संबंधित दिशाभूल ...,https://www.vishvasnews.com/marathi/world/fact-check-misleading-viral-video-related-to-documentary-on-babri-masjid-in-bangladesh-is-from-maharashtra/,2024-12-18T11:58:53Z,Half true,unknown,mr,Marathi,98,10,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,चीनमधील व्हिडिओ बांगलादेशातील हिंदूंवरील अत्याचाराचा असल्याचा दावा.,social media users,2024-12-16T00:00:00Z,2024-12-16 00:00:00+00:00,2024.0,12.0,Pudhari,pudhari.news,Fact Check | बांगला देशात हिंदूंवर अत्याचार?; 'व्हायरल व्हिडिओ'चं सत्य ...,https://pudhari.news/national/video-of-halloween-party-in-china-viral-on-social-media-as-a-attack-on-bangladesh-hindus-see-the-fact-check,2024-12-16T00:00:00Z,False,false,mr,Marathi,67,7,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,महिलेशी गैरवर्तन केल्याचा दावा करणारा व्हिडीओ फेक,social media,2024-12-05T09:53:00Z,2024-12-05 09:53:00+00:00,2024.0,12.0,Maharashtra Times,maharashtratimes.com,Fact Check : महिलेशी गैरवर्तन केल्याच्या दाव्यासह व्हायरल व्हिडिओ ...,https://maharashtratimes.com/india-news/a-viral-video-of-alleged-abuse-of-a-woman-has-been-fact-checked/articleshow/116135727.cms,,False,false,mr,Marathi,49,7,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,पंतप्रधान नरेंद्र मोदी यांनी एका रॅलीला संबोधित करताना अपशब्द वापरल्याचा एक व्हिडिओ व्हायरल,Social Media User,2024-05-27T00:00:00Z,2024-05-27 00:00:00+00:00,2024.0,5.0,Marathi News,lokmat.com,Fact Check: PM मोदींनी रॅलीत 'अपशब्द' वापरले नाहीत; व्हायरल व्हिडिओ ...,https://www.lokmat.com/fact-check/fact-check-of-claiming-pm-narendra-modi-wrong-words-in-rally-viral-video-clip-is-altered-and-edited-a-a719/,2024-05-27T06:38:10Z,चूक,unknown,mr,Marathi,91,13,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,व्हायरल व्हिडिओत नितीश कुमारांनी उपस्थित केली पंतप्रधान मोदींच्या विजयाबाबत शंका,Social Media User,2024-05-12T00:00:00Z,2024-05-12 00:00:00+00:00,2024.0,5.0,Lokmat.com,lokmat.com,Fact Check: PM मोदींच्या विजयावर शंका घेणारा नितीश कुमारांचा व्हायरल ...,https://www.lokmat.com/fact-check/fact-check-viral-video-of-bihar-cm-nitish-kumar-about-pm-narendra-modi-victory-is-old-a-a719/,2024-05-14T08:02:39Z,चूक,unknown,mr,Marathi,80,10,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,गोविंदा पोहोचले बागेश्वर धाम.,फेसबुक पेज - Bageshwar Dham Sarkar,2023-11-24T12:37:20Z,2023-11-24 12:37:20+00:00,2023.0,11.0,विश्वास न्यूज,vishvasnews.com,Fact Check: अभिनेता गोविंदा यांचा बागेश्वर धामला जातानाचा व्हायरल होत ...,https://www.vishvasnews.com/marathi/viral/fact-check-the-viral-video-of-actor-govinda-going-to-bageshwar-dham-has-been-edited/,2023-11-24T12:37:20Z,False,false,mr,Marathi,29,4,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,तुर्कीमध्ये 7.8 रिश्टर स्केलच्या भूकंपानंतर अडानामध्ये त्सुनामी आली.,सलमान डी अली,2023-02-17T06:28:51Z,2023-02-17 06:28:51+00:00,2023.0,2.0,विश्वास न्यूज,vishvasnews.com,"Fact Check: व्हायरल व्हिडिओ, 2017 मधील डरबन समुद्री वादळाचा आहे ...",https://www.vishvasnews.com/marathi/world/fact-check-durban-storm-2017-video-viral-as-turkey-earthquake/,2023-02-17T06:28:51Z,False,false,mr,Marathi,68,8,devanagari,True,google_factcheck_api
व्हायरल व्हिडिओ,curated,नागपुरातील पिपळा हुडकेश्रवर येथील श्री बांगरे ह्यांचे कडील श्री गणेश मुर्ती वरील व्हिडिओ काढलेले दृश्य आहे हे मन विचलित करणारे देवाची कृपा किंवा चमत्कारिक आहे जय श्री गणेश गणपती बाप्पा मोरया मंगल मूर्ती मोरया,Facebook user Smita D Gandhi,2022-09-09T08:04:52Z,2022-09-09 08:04:52+00:00,2022.0,9.0,विश्वास न्यूज,vishvasnews.com,Fact Check: Viral video of snake and rats roaming on Ganesha idol ...,https://www.vishvasnews.com/marathi/viral/fact-check-viral-video-of-snake-and-rats-on-ganesh-idol-is-old-and-not-from-nagpur/,2022-09-09T08:04:52Z,Half true,unknown,mr,Marathi,208,34,devanagari,True,google_factcheck_api
વોટ્સએપ,curated,"1 एप्रिलपासून सरकार गुड मॉर्निंगच्या संदेशांवर कर लावणार आहे. कम्युनिकेशन मंत्रालयाचे मुख्य सचिव लेख पाल यांच्या म्हणण्यानुसार, व्हॉट्सॲप मेसेंजर वापरकर्त्यांनी पाठवलेल्या सर्व गुड मॉर्निंग संदेशांचा हिशोब ठेवेल. अशा संदेशांवर 18 टक्के जीएसटी निश्चित करण्यात आला आहे. हे बिल महिन्याच्या शेवटी मोबाईल बिलासह भरावे लागेल.",social media user,2024-04-01T00:00:00Z,2024-04-01 00:00:00+00:00,2024.0,4.0,Fact Crescendo Marathi,marathi.factcrescendo.com,एक एप्रिलपासून व्हॉट्सॲपवर गुड मॉर्निग मेसेज शेअर केल्यावर जीएसटी द्यावा लागणार का ? वाचा सत्य,https://marathi.factcrescendo.com/govt-didnt-impose-gst-for-sending-whatsapp-good-morning-messages/,2024-04-01T00:00:00Z,False,false,mr,Marathi,319,44,devanagari,True,google_factcheck_api
AI,curated,PM Narendra Modi did not sing jeena isi ka naam hai and the video is ai generated,Social Media,2025-01-07T00:00:00Z,2025-01-07 00:00:00+00:00,2025.0,1.0,Esakal,esakal.com,Fact Check : पंतप्रधान नरेंद्र मोदी यांनी 'जीना इसी का नाम है' गाणे गायले नाही AI निर्मित व्हिडिओ व्हायरल,https://www.esakal.com/viral-satya/fact-check-pm-narendra-modi-did-not-sing-jeena-isi-ka-naam-hai-ai-generated-video-viral-ymk86,2025-01-07T00:00:00Z,FALSE,false,mr,Marathi,81,17,latin,True,google_factcheck_api
AI,curated,Ananya Pandey & Hardik Pandya AI generated photos circulated after indias win in CT,Social Media,2025-03-14T00:00:00Z,2025-03-14 00:00:00+00:00,2025.0,3.0,Esakal,esakal.com,"Fact Check : चॅम्पियन्स ट्रॉफी जिंकल्यानंतर हार्दिक पंड्या अन् अनन्या पांडेचा खोटा फोटो व्हायरल, हे आहे पोस्टमागचं सत्य",https://www.esakal.com/viral-satya/fact-check-ananya-pandey-and-hardik-pandya-ai-generated-photos-shared-with-false-claim-of-hug-after-indias-icc-champions-trophy-win-ssg2,2025-03-14T00:00:00Z,FALSE,false,mr,Marathi,83,14,latin,True,google_factcheck_api
