query,query_lang,claim_text,claimant,claim_date,publisher_name,publisher_site,review_title,review_url,review_date,rating,language
NEET,curated,"ભાજપ સાંસદ કંગનાએ કહ્યું કે હિન્દુઓ ખતરામાં છે, આપણે NEET પેપર લીક કેસને બદલે તેમના પર ધ્યાન કેન્દ્રિત કરવું જોઈએ.",FB User Rizwan Hatimm,2026-06-04T11:12:24Z,,vishvasnews.com,Fact Check: NEET પેપર લીક કેસમાં કાર્યવાહી અટકાવવા અને હિન્દુઓ પર ધ્યાન કેન્દ્રિત કરવા અંગે કંગના રનૌતનું નિવેદન ખોટું છે,https://www.vishvasnews.com/gujarati/entertainment/fact-check-kangana-ranauts-statement-about-stalling-action-and-focusing-on-hindus-in-neet-paper-leak-case-is-false/,2026-06-04T11:12:24Z,False,gu
UPSC,curated,લોકસભાના સ્પીકર ઓમ બિરલાની પુત્રી અંજલિએ UPSC પરીક્ષા વગર પરીક્ષા પાસ કરી,ફેસબુક યૂઝર અભિષેક સિંહ કુશવાહ,2023-04-17T09:20:05Z,,vishvasnews.com,Fact Check : ઓમ બિરલાની પુત્રી અંજલીને લઈને ફરીથી વાયરલ થઈ નકલી પોસ્ટ - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-om-birla-daughter-post-about-ias-going-viral-with-fake-claim/,2023-04-17T09:20:05Z,False,gu
नौकरी,curated,"રાજસ્થાનના બીજેપી જાલોર લોકસભા વિસ્તારના સાંસદ દેવજી પટેલ છે. જુઓ હવે મોંઘવારી,બેરોજગારી, સરકારી નોકરી મળે ના મળે. મોંઘવારી ચરમસીમા પર છે, બેરોજગારી વધી રહી છે, ભાજપા કહી રહી છે. સહુનો સાથ સહુનો વિકાસ પરંતુ, હવે આને શું કહેવું",અખિલેશ યાદવ કે દિવાને,2022-09-04T08:34:39Z,,vishvasnews.com,Fact Check : ભાજપ સાંસદની છબી ખરાબ કરવા પાકિસ્તાનના વીડિયોનો ઉપયોગ કરવામાં આવતા ચકચાર - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-video-of-pakistan-viral-with-fake-claim-as-bjp-rajasthan-mp/,2022-09-04T08:34:39Z,False,gu
नौकरी,curated,રતન ટાટાએ જેએનયૂના વિદ્યાર્થીઓને નોકરી ન આપવાનો નિર્ણય લીધો.,ફેસબુક યૂઝરૃ અર્જુન ગુર્જર,2022-09-23T12:15:48Z,,vishvasnews.com,fact check fake statement of ratan tata about jnu is gettting viral- ફેક્ટ ચેક: શું રતન ટાટાએ જેએનયૂના વિદ્યાર્થીઓને નોકરી આપવાની ના પાડી? જાણો વાયરલ પોસ્ટનું સત્ય,https://www.vishvasnews.com/gujarati/viral/fact-check-fake-statement-of-ratan-tata-about-jnu-is-gettting-viral/,2022-09-23T12:15:48Z,Half true,gu
RBI,curated,"Old notes of Rs 100, 10 and 5 may go out of circulation after March: RBI",Khidmati Safar,2021-02-27T07:52:25Z,,vishvasnews.com,"Fact Check: આરબીઆઈ 100 રૂપિયા, 10 રૂપિયા અને 5 રૂપિયાની જૂની નોટો પાછા લઈ રહ્યા નથી, વાયરલ પોસ્ટ નકલી છે - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-no-rbi-is-not-going-to-stop-the-circulation-of-rs-100-rs-10-and-rs-5-notes/,2021-02-27T07:52:25Z,False,gu
PhonePe,curated,તમે જીત્યા 999 INR... Phonepe સ્ક્રેચ કૂપન...અભિનંદન,ફેસબુક યુઝર- Pannorra,2024-07-17T05:50:52Z,,vishvasnews.com,Fact Check: PhonePe અને Jioના નામે કેશબેક જીતવાનો દાવો કરતી વાયરલ લિંક ફેક-Fake viral link claiming to win cashback in the name of PhonePe and Jio,https://www.vishvasnews.com/gujarati/viral/fact-check-fake-viral-link-claiming-to-win-cashback-in-the-name-of-phonepe-and-jio/,2024-07-17T05:50:52Z,False,gu
WhatsApp,curated,ઓલ ઈન્ડિયા સિમ કાર્ડ whatsapp imo લકી ડ્રો,Facebook User,2021-12-14T00:00:00Z,,vishvasnews.com,"Fact Check : 'કૌન બનેગા કરોડપતિ'ના નામે ફેક મેસેજ વાયરલ થઈ રહ્યો છે, સાવચેત રહો - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-%E0%AA%95%E0%AB%8C%E0%AA%A8-%E0%AA%AC%E0%AA%A8%E0%AB%87%E0%AA%97%E0%AA%BE-%E0%AA%95%E0%AA%B0%E0%AB%8B%E0%AA%A1%E0%AA%AA%E0%AA%A4%E0%AA%BF%E0%AA%A8%E0%AA%BE-%E0%AA%A8%E0%AA%BE%E0%AA%AE/,2021-12-14T00:00:00Z,False,gu
Facebook,curated,ફેસબુક યુઝર મનીષ પટેલ,"લેટર અનુસાર, ભાજપે શિવરાજસિંહને બનાવ્યા મુખ્યમંત્રી",2023-12-13T06:44:59Z,,vishvasnews.com,Fact Check: મધ્યપ્રદેશના મુખ્યમંત્રીના નામે ફેક લેટર વાયરલ-Fact Check: Fake letter in the name of Madhya Pradesh Chief Minister goes viral,https://www.vishvasnews.com/gujarati/viral/fact-check-fake-letter-in-the-name-of-madhya-pradesh-chief-minister-goes-viral/,2023-12-13T06:44:59Z,False,gu
Facebook,curated,ફેસબુક યુઝર Johar Uddin,Jio ફ્રીમાં 999 રૂપિયા આપી રહ્યું છે,2022-12-30T07:05:37Z,,vishvasnews.com,"ફેક્ટ ચેક : Jio નથી આપી રહ્યું ફ્રીમાં કોઈ પૈસા, આવા મેસેજ પર વિશ્વાસ ન કરો - Vishvas News",https://www.vishvasnews.com/gujarati/society/fact-check-jio-is-not-giving-free-scheme-post-is-fake/,2022-12-30T07:05:37Z,False,gu
Facebook,curated,"ફેસબુક યુઝર રાવ પંકજે કેપ્શન સાથે વાયરલ તસવીર શેર કરી, ""માઈનસ 10 ડિગ્રી સેન્ટિગ્રેડમાં, કેદારનાથ યાત્રા બંધ થયા પછી પણ કેદારનાથ ધામના દરબારમાં એક સાધુ મહારાજ તપસ્યા કરી રહ્યા છે.. #હરહરમહાદેવ ..સત્ય સનાતન ધર્મ કી જય.",Rao Pankaj,2022-11-18T10:18:26Z,,vishvasnews.com,"ફેક્ટ ચેકઃ આ તસવીર કેદારનાથમાં તપસ્યા કરી રહેલા સાધુની નથી, વાયરલ દાવો ખોટો છે - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-viral-photo-saint-doing-penance-is-not-from-kedarnath-claim-is-fake/,2022-11-18T10:18:26Z,False,gu
Facebook,curated,ફેસબુક પેજ એક ભારત શ્રેષ્ઠ ભારત,ફેસબુક પેજ એક ભારત શ્રેષ્ઠ ભારત,2023-02-13T04:52:47Z,,vishvasnews.com,"Fact Check: છત્તીસગઢના માં ચંડી દેવી મંદિરમાં સેંકડો વર્ષોથી ચઢાવવામાં આવી રહી છે ચાદર, ખોટો છે વાયરલ પોસ્ટનો દાવો - Vishvas News",https://www.vishvasnews.com/gujarati/society/fact-check-post-claiming-about-maa-chandi-mandir-is-misleading/,2023-02-13T04:52:47Z,Half true,gu
ડીપફેક,curated,આજતક ચેનલના એન્કર ચિત્રા ત્રિપાઠી કેન્દ્ર સરકારની ટીકા કરી રહ્યા છે.,ફેસબુક યૂઝર અખિલેશ યાદવ મિશન 2027 (INDIA),2024-03-11T12:30:49Z,,vishvasnews.com,Fact Check: ન્યૂઝ એન્કર ચિત્રા ત્રિપાઠીનો ડીપફેક વીડિયો થયો વાયરલ ...,https://www.vishvasnews.com/gujarati/viral/fact-check-deepfake-video-of-news-anchor-chitra-tripathi-has-gone-viral/,2024-03-11T12:30:49Z,False,gu
ડીપફેક,curated,વિરાટ કોહલીએ કર્યું ગેમિંગ એપનું પ્રમોશન,ફેસબુક યુઝર- U68 0412B,2024-05-22T06:56:21Z,,vishvasnews.com,Fact Check: વિરાટ કોહલીએ નથી કર્યું આ ગેમિંગ એપનું પ્રમોશન ...,https://www.vishvasnews.com/gujarati/viral/fact-check-virat-kohli-did-not-promote-this-gaming-app-the-audio-has-been-replaced-with-deepfake-technology/,2024-05-22T06:56:21Z,False,gu
राम,curated,આ વીડિયો અયોધ્યાના રામ મંદિરમાં એક પુજારી દાનની 'ચોરી' કરતો હોય તેવો છે.,Insta User- iindian_affairs,2026-06-24T10:46:31Z,,vishvasnews.com,"Fact Check: મંદિરના દાનમાંથી પૈસા 'ચોરી' કરવાનો આ વીડિયો બેંગલુરુનો છે, અયોધ્યાના રામ મંદિરનો નહીં",https://www.vishvasnews.com/gujarati/viral/fact-check-this-video-of-stealing-money-from-temple-donations-is-from-bengaluru-not-ayodhyas-ram-temple/,2026-06-24T10:46:31Z,False,gu
राम,curated,મુસ્લિમ ન્યૂઝ એન્કરે અયોધ્યાના રામ મંદિરમાં રામલલાની મૂર્તિ વિશે રિપોર્ટિંગ કરતી વખતે પોતાના બૂટ ઉતારી દીધા,ફેસબુક યુઝર કુમાર ધનજંય વત્સ,2024-02-15T07:46:33Z,,vishvasnews.com,Fact Check: રામલલાના સમાચારને ઉઘાડા પગે વાંચનાર એન્કર એચ. આર રંગનાથ મુસ્લિમ નહીં હિન્દુ છે-Fact Check: Anchor H who read the news of Ramlala barefoot. R Ranganath is a Hindu not a Muslim,https://www.vishvasnews.com/gujarati/viral/fact-check-anchor-h-who-read-the-news-of-ramlala-barefoot-r-ranganath-is-a-hindu-not-a-muslim/,2024-02-15T07:46:33Z,Half true,gu
राम,curated,સાંવરિયા શેઠ મંદિર માંડફિયા ટ્રસ્ટે રામ મંદિરના નિર્માણ માટે રૂ. 50 કરોડ આપ્યા છે.,FB USER Mukesh Gurjar Mukesj,2024-01-19T06:54:55Z,,vishvasnews.com,"ફેક્ટ ચેક : સાંવરિયા સેઠ મંદિર મંડફિયા ટ્રસ્ટે રામ મંદિરના નિર્માણ માટે 50 કરોડ રૂપિયાનું દાન નથી આપ્યું, વાયરલ દાવો ખોટો-Fact Check: Sawariya Seth Mandir Mandafia Trust did not donate Rs 50 crore for construction of Ram Mandir, viral claim false",https://www.vishvasnews.com/gujarati/viral/fact-check-sawariya-seth-mandir-mandafia-trust-did-not-donate-rs-50-crore-for-construction-of-ram-mandir-viral-claim-false/,2024-01-19T06:54:55Z,False,gu
राम,curated,"આ રામ મંદિરનો વીડિયો છે, જેની જાન્યુઆરીમાં પ્રાણ-પ્રતિષ્ઠા થવાની છે.",FB User: Pradip Acharjee Nirob (টিকলু),2023-12-28T05:56:59Z,,vishvasnews.com,Fact Check: હૈદરાબાદના રામોજી ફિલ્મ સ્ટૂડિયોના વીડિયોને રામ મંદિરનો જણાવીને કરાઈ રહ્યો છે વાયરલ-Fact Check: The video of Hyderabad's Ramoji Film Studio is being made viral by referring to Ram Mandir.,https://www.vishvasnews.com/gujarati/viral/fact-check-the-video-of-hyderabads-ramoji-film-studio-is-being-made-viral-by-referring-to-ram-mandir/,2023-12-28T05:56:59Z,False,gu
राम,curated,"USAએ નવી કાર લૉન્ચ કરી છે, જેની બ્રાન્ડનું નામ ભગવાન રામ છે.",ફેસબુક યુઝર,2023-08-24T10:46:05Z,,vishvasnews.com,Fact Check: શું અમેરિકી કંપનીએ ભગવાન રામના નામ પર લૉન્ચ કરી કાર? જાણો વાયરલ દાવાનું સત્ય,https://www.vishvasnews.com/gujarati/world/fact-check-post-claiming-american-company-named-car-after-name-ram-lord-is-fake/,2023-08-24T10:46:05Z,False,gu
राम,curated,રામ મંદિરનું ઉદ્ઘાટન 1 જાન્યુઆરી 2023ના રોજ થશે,FB user Rajesh Sharma,2022-11-27T10:55:58Z,,vishvasnews.com,"ફેક્ટ ચેકઃ 1 જાન્યુઆરી 2023ના રોજ રામ મંદિરનું ઉદ્ઘાટન નહીં થાય, વાયરલ દાવો ખોટો - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-ram-temple-will-not-be-inaugurated-on-first-january-2023/,2022-11-27T10:55:58Z,False,gu
રામ,curated,મહાકુંભમાં પહોંચેલી પ્રિયંકા ચોપરાની તસવીર,Radha Yadav,2025-02-04T07:44:20Z,,vishvasnews.com,"Fact Check: પ્રિયંકા ચોપરાની વાયરલ તસવીર મહાકુંભની નહીં, રામ મંદિર ...",https://www.vishvasnews.com/gujarati/entertainment/fact-check-priyanka-chopras-viral-picture-is-not-of-mahakumbh-but-of-ram-mandir-darshan/,2025-02-04T07:44:20Z,Half true,gu
રામ,curated,રામ મંદિરના 14 કિલોમીટરના દાયરામાં ઉઘાડા પગે રહેશે આ સમાજના લોકો,ફેસબુક યુઝર રંજીત કુમાર યાદવ,2024-02-07T07:06:21Z,,vishvasnews.com,Fact Check: રામ મંદિરના નામે CM યોગીને લઈને ફેક પોસ્ટ વાયરલ-Fact ...,https://www.vishvasnews.com/gujarati/viral/fact-check-fake-post-viral-about-cm-yogi-in-the-name-of-ram-temple/,2024-02-07T07:06:21Z,False,gu
કૃષ્ણ,curated,શિવરાજ સિંહ ચૂંટણી બાદ પહોંચ્યા બાગેશ્વર ધામ સરકારને મળવા,ઈન્સ્ટાગ્રામ યુઝર અર્જુન રાજપૂત,2023-12-07T06:10:44Z,,vishvasnews.com,Fact Check: શિવરાજ સિંહ ચૌહાણ અને ધીરેન્દ્ર કૃષ્ણ શાસ્ત્રીની ...,https://www.vishvasnews.com/gujarati/politics/fact-check-7-months-old-video-of-shivraj-singh-chauhan-and-dhirendra-krishna-shastris-meeting-now-viral/,2023-12-07T06:10:44Z,Half true,gu
Pakistan,curated,પાકિસ્તાનના મંત્રી બિલાવલ ભુટ્ટો 'બેશરમ રંગ' ગીત પર ડાન્સ કરી રહ્યા છે.,ફેસબુક યૂઝર મનોજ કુમાર,2023-05-16T05:33:19Z,,vishvasnews.com,"ફેક્ટ ચેકઃ SCO સમિટમાં બિલાવલ ભુટ્ટોના ડાન્સના નામે પાકિસ્તાની વિદ્યાર્થીનો વાયરલ વીડિયો, નકલી દાવા સાથે વીડિયો ફરી વાયરલ - Vishvas News",https://www.vishvasnews.com/gujarati/politics/fact-check-man-dancing-in-video-is-not-bilawal-bhutto-post-claim-is-fake/,2023-05-16T05:33:19Z,False,gu
Pakistan,curated,ભારત સામે હાર્યા પછી પાકિસ્તાનમાં ટીવી ફોડી નાખવાના અહેવાલો છે,કેશવ કુમારે,2022-09-04T08:00:29Z,,vishvasnews.com,Fact Check: ટીવી તોડવાનો દાવો કરતા પાકિસ્તાની ક્રિકેટ ચાહકોની વાયરલ તસવીર અમદાવાદની છે - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-old-picture-of-fans-breaking-tv-viral-after-the-recent-india-pakistan-match/,2022-09-04T08:00:29Z,Half true,gu
Shah Rukh Khan,curated,શાહરૂખ ખાન સાથે ફિલ્મ પઠાણ જોઈ રહેલા અંબાણી પરિવારના સભ્યો.,FB User- Qureshi Arman,2023-01-28T11:55:31Z,,vishvasnews.com,Fact Check: શાહરૂખ ખાનની સાથે અંબાણી પરિવારની તસવીરને પઠાણ ફિલ્મ સાથે નથી કોઈ સંબંધ - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-shahrukh-khans-selfie-with-ambani-family-is-not-related-to-film-pathan/,2023-01-28T11:55:31Z,False,gu
Salman Khan,curated,સલમાન ખાન અને સની દેઓલ બેગેશ્વર ધામ ગયા.,ફેસબુક યૂઝર બાગેશ્વરધામ સરકાર,2023-05-23T07:50:52Z,,vishvasnews.com,"Fact Check: સલમાન અને સની દેઓલ ક્યારેય નથી ગયા બાગેશ્વર ધામ, જૂના વીડિયોને ખોટા દાવા સાથે કરાયા વાયરલ - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-sunny-deol-salman-never-visited-bageshwar-dham-old-videos-going-viral-with-fake-claim/,2023-05-23T07:50:52Z,False,gu
Virat Kohli,curated,એલ્વિશ યાદવે બિગ બોસ જીત્યા બાદ વિરાટ કોહલી સાથે કરી મુલાકાત.,ફેસબુક યુઝર -Bablu Babu Yadav,2023-09-13T05:12:52Z,,vishvasnews.com,Fact Check: વિરાટ કોહલીની સાથે એલ્વિશ યાદવની વાયરલ તસવીર છે એડિટેડ-Fact Check: viral photo of Elvis Yadav's and Virat Kohli is edited,https://www.vishvasnews.com/gujarati/viral/fact-check-viral-photo-of-elvis-yadavs-and-virat-kohli-is-edited/,2023-09-13T05:12:52Z,False,gu
सिंह,,મૃત્યુ પહેલા સમર સિંહ અને આકાંક્ષા દુબેનો વીડિયો,ફેસબુક પેજ Varal News,2023-04-11T04:38:57Z,,vishvasnews.com,Fact Check : આકાંક્ષા દુબેના મૃત્યુના થોડા સમય પહેલાનો નથી આ વાયરલ વીડિયો - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-viral-video-is-not-just-before-death-of-akanksha-dubey-claim-is-misleading/,2023-04-11T04:38:57Z,False,gu
भारत,,મહિલા T20 વર્લ્ડ કપમાં ભારત-પાકિસ્તાન મેચ દરમિયાન હરમનપ્રીત કૌર અને ફાતિમા સના વચ્ચે ઝઘડો થયો હતો.,Insta User- imadvait5,2026-06-18T08:30:18Z,,vishvasnews.com,Fact Check: મહિલા T20 વર્લ્ડ કપ દરમિયાન હરમનપ્રીત કૌર અને ફાતિમા સના વચ્ચેની લડાઈનો દાવો કરતો AI વીડિયો વાયરલ,https://www.vishvasnews.com/gujarati/ai-check-3/fact-check-ai-video-claiming-fight-between-harmanpreet-kaur-and-fatima-sana-during-womens-t20-world-cup-goes-viral/,2026-06-18T08:30:18Z,False,gu
भारत,,પાકિસ્તાની વિમાનમાં પેટ્રોલ અડધે રસ્તે ખતમ થઈ ગયું. ભારતમાં લેન્ડિંગ થઈ રહ્યું છે.,Instagram user 'lll_anku__maida_ki__rani_lll',2025-07-30T07:54:53Z,,vishvasnews.com,"Fact Check: ક્રેશ થયેલા વિમાનનો આ વીડિયો AI દ્વારા જનરેટ થયેલ છે, વાસ્તવિક નથી-This video of a crashed plane is generated by AI, not real",https://www.vishvasnews.com/gujarati/ai-check/fact-check-this-video-of-a-crashed-plane-is-generated-by-ai-not-real/,2025-07-30T07:54:53Z,False,gu
भारत,,વાયરલ તસવીર ‘ભારત જોડો’ યાત્રાની છે,દેવ રાજ,2022-09-25T14:38:20Z,,vishvasnews.com,ફેક્ટ ચેક: ‘ભારત જોડો’ યાત્રાના નામે રાહુલ ગાંધીની 5 વર્ષ જૂની તસવીર ખોટા દાવા સાથે વાયરલ,https://www.vishvasnews.com/gujarati/viral/fact-check-rahul-gandhi-old-photo-viral-with-wrong-claim/,2022-09-25T14:38:20Z,False,gu
भारत,,પીએમ નરેન્દ્ર મોદી દ્વારા મફત મોબાઇલ રિચાર્જ યોજના હેઠળ તમામ ભારતીય દરેક* માટે *₹239 કા 28 દિવસવાળો રિચાર્જ ફ્રીમાં આપે છે.,Allcontent,2023-04-11T04:29:12Z,,vishvasnews.com,Fact Check: PM મોદીના નામે ફ્રી મોબાઈલ રિચાર્જ યોજનાનો વાયરલ દાવો છે નકલી - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-free-mobile-recharge-scheme-after-pm-modi-name-goes-viral/,2023-04-11T04:29:12Z,False,gu
भारत,,શાહે હિન્દુ રાષ્ટ્રની ખાતર 1 જાન્યુઆરીએ ભારત બંધનું નિવેદન આપ્યું હતું,ફેસબુક યૂઝર વિજય ડોંગરે,2022-12-30T07:04:40Z,,vishvasnews.com,"ફેક્ટ ચેકઃ 1 જાન્યુઆરીએ ભારત બંધ પર અમિત શાહે કોઈ નિવેદન આપ્યું નથી, વાયરલ પોસ્ટ નકલી - Vishvas News",https://www.vishvasnews.com/gujarati/politics/fact-check-amit-shah-did-not-announce-bharat-band-on-first-january-post-is-fake/,2022-12-30T07:04:40Z,False,gu
भारत,,"પ્રધાનમંત્રી ફ્રી લેપટોપ યોજના 2023-24. ભારત સરકારે આ પ્રધાનમંત્રી ફ્રી લેપટોપ યોજના શરૂ કરી છે, જે ખાસ કરીને તમામ ભારતીય રાજ્યો માટે છે. તમામ પાત્ર વિદ્યાર્થીઓ સત્તાવાર વેબસાઇટના માધ્યમથી PM ફ્રી લેપટોપ યોજના માટે અરજી કરી શકે છે.",Facebook User,2023-02-27T00:00:00Z,,vishvasnews.com,"Fact Check: વિદ્યાર્થીને ફ્રી લેપટોપ સ્કીમના રજિસ્ટ્રેશન માટે બનેલી વેબસાઇટ ફેક છે, સત્તાવાર નહીં - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-viral-free-laptop-scheme-link-is-fake/,2023-07-03T00:00:00Z,FALSE,gu
भारत,,"વિરાટ કોહલીએ ભારત જોડો યાત્રાને સમર્થન કર્યું, જય હિન્દ.",રુબી રૂબી,2022-11-18T10:25:09Z,,vishvasnews.com,"ફેક્ટ ચેકઃ ભારત જોડો યાત્રાના સમર્થનમાં વિરાટ કોહલીએ ટી-શર્ટ પહેરી ન હતી, વાયરલ દાવો ખોટો - Vishvas News",https://www.vishvasnews.com/gujarati/viral/fact-check-virat-kohli-did-not-wear-bharat-jodo-yatra-tshirt-picture-is-edited/,2022-11-18T10:25:09Z,False,gu
भारत,,ભારતમાં પૂરની તસવીર,ફેસબુક યૂઝર Mumtaz Beagum Mumtaz,2022-09-30T10:09:43Z,,vishvasnews.com,Fact Check old photo of bangladesh viral with misleading claim- ફેક્ટ ચેક: બાંગ્લાદેશના પૂરની તસવીરને ભારતની બતાવી ખોટા દાવા સાથે કરવામાં આવી શેર,https://www.vishvasnews.com/gujarati/viral/fact-check-old-photo-of-bangladesh-viral-with-misleading-claim/,2022-09-30T10:09:43Z,False,gu
भारत,,રક્ષા મંત્રીએ ભારત-ચીન સરહદ પર લીંબુ-મરચા ટાંગ્યા છે.,Hafsi Ktr,2023-04-11T05:45:39Z,,vishvasnews.com,Fact Check: રક્ષા મંત્રી રાજનાથ સિંહની એડિટેડ તસવીર ફરી ખોટા દાવાની સાથે કરાઈ રહી છે વાયરલ - Vishvas News,https://www.vishvasnews.com/gujarati/viral/fact-check-rajnath-singh-edited-photo-goes-viral/,2023-04-11T05:45:39Z,False,gu
दिल्ली,,દિલ્હીના જંતર-મંતર પર 'કોકરોચ જનતા પાર્ટી' દ્વારા કરવામાં આવેલા વિરોધ પ્રદર્શનનો વીડિયો.,Insta User- anichurzzaman,2026-06-13T11:04:05Z,,vishvasnews.com,Fact Check: મધ્યપ્રદેશની રેલીનો ત્રણ વર્ષ જૂનો વીડિયો દિલ્હીમાં 'કોકરોચ જનતા પાર્ટી'ના વિરોધ પ્રદર્શન સાથે જોડીને વાઈરલ કરાયો,https://www.vishvasnews.com/gujarati/politics/fact-check-three-year-old-video-of-madhya-pradesh-rally-goes-viral-linking-it-to-cockroach-janata-party-protest-in-delhi/,2026-06-13T11:04:05Z,False,gu
दिल्ली,,દિલ્હીના મુખ્યમંત્રી અરવિંદ કેજરીવાલે કોંગ્રેસને વોટ કરવાની અપીલ કરી હતી.,ટ્વિટર યુજર શિવમ કુમાર,2023-05-16T06:32:40Z,,vishvasnews.com,"Fact Check: કેજરીવાલે જલંધર પેટાચૂંટણીમાં કોંગ્રેસને વોટ કરવાની અપીલ કરી ન હતી, એડિટ કરીને વીડિયો ફરી વાયરલ - Vishvas News",https://www.vishvasnews.com/gujarati/politics/fact-check-edited-of-kejriwal-appealing-to-vote-for-congress-goes-viral/,2023-05-16T06:32:40Z,False,gu
दिल्ली,,જો યોગી આદિત્યનાથ 2022ની ચૂંટણીમાં ફરી જીતશે તો હું પત્રકારત્વ છોડી દઈશ અને દિલ્હીના બલ્લીમારનમાં ચિકન-પકોડાની દુકાન ખોલીશ - અજિત અંજુમ,FB User- ચૌધરી સુદેશ સિંહ,2023-04-12T05:54:06Z,,vishvasnews.com,Fact Check: અજીત અંજુમના નામે ફેક ટ્વિટનો સ્ક્રીનશોટ ફરીથી થયો વાયરલ - Vishvas News,https://www.vishvasnews.com/gujarati/politics/fact-check-fake-tweet-of-ajit-anjum-on-yogi-adityanath-goes-viral-on-social-media/,2023-04-12T05:54:06Z,False,gu
