query,query_lang,claim_text,claimant,claim_date,publisher_name,publisher_site,review_title,review_url,review_date,rating,language
व्हायरल व्हिडिओ,,भारतीय लष्करप्रमुखांनी अधिकृतपणे 'कबूल' केले की त्यांनी इराणी जहाजाचे स्थान इस्रायलला सांगितले.,X User-FARMLIK,2026-03-11T12:28:58Z,विश्वास न्यूज,vishvasnews.com,Fact Check: भारताने इराणी जहाजाचे स्थान शेअर केल्याचा दावा खोटा आहे ...,https://www.vishvasnews.com/marathi/ai-check/fact-check-the-claim-that-india-shared-the-location-of-an-iranian-ship-is-false-the-viral-video-of-the-army-chief-with-this-claim-is-a-deepfake/,2026-03-11T12:28:58Z,False,mr
व्हायरल व्हिडिओ,,राजपाल यादव यांच्या समर्थनार्थ पुढे आले शाहरुख खान.,Inst User ayubeditz,2026-02-19T11:04:21Z,विश्वास न्यूज,vishvasnews.com,Fact Check: राजपाल यादव यांना पाठिंबा देणारा शाहरुख खान यांचा व्हायरल ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-viral-video-of-shah-rukh-khan-supporting-rajpal-yadav-was-created-by-ai/,2026-02-19T11:04:21Z,False,mr
व्हायरल व्हिडिओ,,सलमान खान यांनी विराट कोहली यांना देशद्रोही म्हटले,Inst user ayubeditz,2026-01-30T08:52:01Z,विश्वास न्यूज,vishvasnews.com,Fact Check: सलमान खान यांनी विराट कोहली यांना नाही म्हटले देशद्रोही ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-salman-khan-did-not-call-virat-kohli-a-traitor-viral-video-ai-generated/,2026-01-30T08:52:01Z,False,mr
व्हायरल व्हिडिओ,,धर्मेंद्र यांनी त्यांच्या मृत्यूच्या खोट्या बातमीवर प्रतिक्रिया दिली.,FB User Pintu Shukla,2025-11-19T14:36:55Z,विश्‍वास न्‍यूज,vishvasnews.com,Fact Check: माझ्या मृत्युच्या अफवांवर प्रतिक्रिया द्यायची नाही हा ...,https://www.vishvasnews.com/marathi/entertainment/fact-check-dharmendras-video-says-he-doesnt-want-to-react-to-rumors-of-his-death-viral-post-is-misleading/,2025-11-19T14:36:55Z,False,mr
व्हायरल व्हिडिओ,,हे वलसाड येथील DPS SCHOOL Rajbag येथील शिक्षक शकील अहमद अन्सारी आहेत.,Facebook User Gopal Ji Gopal Ji,2025-05-30T07:33:39Z,विश्वास न्यूज,vishvasnews.com,Fact Check: DPS वलसाडमध्ये मुलांना मारहाण करण्याच्या नावाखाली ...,https://www.vishvasnews.com/marathi/viral/fact-check-the-video-going-viral-in-the-name-of-beating-children-in-dps-valsad-is-actually-from-egypt/,2025-05-30T07:33:39Z,False,mr
व्हायरल व्हिडिओ,,आग्रा ताजमहालमध्ये सिंहाचा हल्ला,फेसबुक यूजर -Uday Veer,2025-05-24T09:46:48Z,विश्वास न्यूज,vishvasnews.com,"Fact Check: गर्दीत फिरणाऱ्या सिंहाचा हा व्हिडिओ एडिटेड आहे, खोटा दावा ...",https://www.vishvasnews.com/marathi/viral/fact-check-this-video-of-a-lion-roaming-in-a-crowd-is-edited-false-claim-goes-viral/,2025-05-24T09:46:48Z,False,mr
व्हायरल व्हिडिओ,,ऑफ ड्यूटी अधिकाऱ्यानं कारण नसताना बाईक जप्त केल्याचा दावा,Social Media,2025-04-12T09:37:00Z,Maharashtra Times,maharashtratimes.com,Fact Check: ऑफ ड्यूटी अधिकाऱ्यानं कारण नसताना बाईक जप्त केली ...,https://maharashtratimes.com/india-news/off-duty-officer-seized-bike-without-reason-fact-check/articleshow/120277939.cms,,Mostly false,mr
व्हायरल व्हिडिओ,,छापा टाकण्यासाठी गेलेल्या पोलीस कर्मचाऱ्याने कारवाई थांबवल्याबद्दल राष्ट्रवादीच्या नेत्याला चापट मारली.,Inst User satyendranath74,2025-04-04T12:43:25Z,विश्वास न्यूज,vishvasnews.com,Fact Check: राष्ट्रवादी काँग्रेसच्या नेत्याला पोलिसांनी चापट मारल्याच्या ...,https://www.vishvasnews.com/marathi/politics/fact-check-viral-video-claiming-police-slapped-ncp-leader-is-old-goes-viral-with-misleading-claim/,2025-04-04T12:43:25Z,Half true,mr
व्हायरल व्हिडिओ,,गोव्यात आलेल्या भीषण वादळामुळे 12 हजार लोकांचा मृत्यू,Instagram user ‘___father_sab_’,2025-03-21T10:53:43Z,विश्वास न्यूज,vishvasnews.com,Fact Check: गोव्याच्या नावाने व्हायरल होत असलेला उंच लाटांचा हा व्हिडिओ ...,https://www.vishvasnews.com/marathi/ai-check/fact-check-viral-video-of-high-waves-falsely-claiming-goa-fake/,2025-03-21T10:53:43Z,Half true,mr
व्हायरल व्हिडिओ,,बाइक स्टंटचा व्हायरल व्हिडिओ पाकिस्तानचा नसून हैदराबादचा आहे,Social Media,2025-01-06T21:48:00Z,Maharashtra Times,maharashtratimes.com,Fact Check: रस्त्याच्या मधोमध बाइक स्टंट! व्हायरल व्हिडिओ ...,https://maharashtratimes.com/india-news/viral-video-of-bike-stunt-on-the-middle-of-the-road-is-from-hyderabad-india-not-pakistan/articleshow/117076338.cms,,True,mr
व्हायरल व्हिडिओ,,महाकुंभची व्हायरल गर्ल मोनालिसाचा किसिंग व्हिडिओ खरा आहे का?,Social media,2025-01-28T09:16:00Z,Maharashtra Times,maharashtratimes.com,Fact Check:महाकुंभची व्हायरल गर्ल मोनालिसाचा किसिंग व्हिडिओ ? सत्य ...,https://maharashtratimes.com/india-news/mahakumbh-2025-viral-girl-monalisa-kissing-video-on-instagram-know-truth/articleshow/117626698.cms,,False,mr
व्हायरल व्हिडिओ,,रेल्वेवर दगडफेकीचा व्हायरल व्हिडीओ महाकुंभशी संबधीत असल्याचा दावा,Social Media,2025-01-16T08:44:00Z,Maharashtra Times,maharashtratimes.com,Fact Check: महाकुंभला जाणाऱ्या भाविकांच्या रेल्वेवर दगडफेक? व्हायरल ...,https://maharashtratimes.com/india-news/mahakumbh-mela-train-stone-pelting-truth-behind-the-viral-video-on-social-media/articleshow/117326568.cms,,Mostly false,mr
व्हायरल व्हिडिओ,,डॉक्टर देवी शेट्टी यांचा डीपफेक व्हिडीओ व्हायरल,Social media,2024-12-27T08:31:00Z,Maharashtra Times,maharashtratimes.com,Fact Check : डॉ. देवी शेट्टी यांचा सांधेदुखीवर उपचार सांगणारा 'तो' व्हायरल ...,https://maharashtratimes.com/india-news/fact-check-doctor-devi-shetty-viral-video-on-arthritis-treatment-is-deepfake/articleshow/116962203.cms,,False,mr
व्हायरल व्हिडिओ,,"हा व्हिडिओ मुंबईचा आहे, जिथे बोट बुडाल्यामुळे अनेकांना आपला जीव गमवावा लागला आहे.",इंस्टाग्राम वापरकर्ता ‘mumbai.hai.bhai’,2025-01-03T08:14:35Z,विश्वास न्यूज,vishvasnews.com,Fact Check: मुंबई नाव अपघाताच्या नावावर व्हायरल होणारा हा व्हिडिओ ...,https://www.vishvasnews.com/marathi/viral/fact-check-this-video-which-is-going-viral-in-the-name-of-mumbai-boat-accident-is-from-congo/,2025-01-03T08:14:35Z,False,mr
व्हायरल व्हिडिओ,,मुख्यमंत्री योगी आदित्यनाथ यांनी 'कुफी' घातलेला व्हिडिओ व्हायरल,social media,2024-12-27T12:53:00Z,Maharashtra Times,maharashtratimes.com,Fact Check: मुख्यमंत्री योगी आदित्यनाथ यांनी 'कुफी' घातली? व्हायरल ...,https://maharashtratimes.com/india-news/fact-check-up-cm-yogi-adityanath-wearing-muslim-cap-video-found-to-be-ai-generated/articleshow/116855889.cms,,False,mr
व्हायरल व्हिडिओ,,बांगलादेशात मुस्लिमांना हिंदूंविरोधात भडकवण्यासाठी दाखवली जात असलेली बाबरी मशिदीवरील डॉक्युमेंटरी.,FB User-Sanju Raghav,2024-12-18T11:58:53Z,विश्वास न्यूज,vishvasnews.com,Fact Check: बांगलादेशातील बाबरी मशिदीवरील डॉक्युमेंटरी संबंधित दिशाभूल ...,https://www.vishvasnews.com/marathi/world/fact-check-misleading-viral-video-related-to-documentary-on-babri-masjid-in-bangladesh-is-from-maharashtra/,2024-12-18T11:58:53Z,Half true,mr
व्हायरल व्हिडिओ,,चीनमधील व्हिडिओ बांगलादेशातील हिंदूंवरील अत्याचाराचा असल्याचा दावा.,social media users,2024-12-16T00:00:00Z,Pudhari,pudhari.news,Fact Check | बांगला देशात हिंदूंवर अत्याचार?; 'व्हायरल व्हिडिओ'चं सत्य ...,https://pudhari.news/national/video-of-halloween-party-in-china-viral-on-social-media-as-a-attack-on-bangladesh-hindus-see-the-fact-check,2024-12-16T00:00:00Z,False,mr
व्हायरल व्हिडिओ,,पंतप्रधान नरेंद्र मोदी यांनी एका रॅलीला संबोधित करताना अपशब्द वापरल्याचा एक व्हिडिओ व्हायरल,Social Media User,2024-05-27T00:00:00Z,Lokmat.com,lokmat.com,Fact Check: PM मोदींनी रॅलीत 'अपशब्द' वापरले नाहीत; व्हायरल व्हिडिओ ...,https://www.lokmat.com/fact-check/fact-check-of-claiming-pm-narendra-modi-wrong-words-in-rally-viral-video-clip-is-altered-and-edited-a-a719/,2024-05-27T06:38:10Z,चूक,mr
व्हायरल व्हिडिओ,,व्हायरल व्हिडिओत नितीश कुमारांनी उपस्थित केली पंतप्रधान मोदींच्या विजयाबाबत शंका,Social Media User,2024-05-12T00:00:00Z,Lokmat.com,lokmat.com,Fact Check: PM मोदींच्या विजयावर शंका घेणारा नितीश कुमारांचा व्हायरल ...,https://www.lokmat.com/fact-check/fact-check-viral-video-of-bihar-cm-nitish-kumar-about-pm-narendra-modi-victory-is-old-a-a719/,2024-05-14T08:02:39Z,चूक,mr
व्हायरल व्हिडिओ,,गोविंदा पोहोचले बागेश्वर धाम.,फेसबुक पेज - Bageshwar Dham Sarkar,2023-11-24T12:37:20Z,विश्‍वास न्‍यूज,vishvasnews.com,Fact Check: अभिनेता गोविंदा यांचा बागेश्वर धामला जातानाचा व्हायरल होत ...,https://www.vishvasnews.com/marathi/viral/fact-check-the-viral-video-of-actor-govinda-going-to-bageshwar-dham-has-been-edited/,2023-11-24T12:37:20Z,False,mr
व्हायरल व्हिडिओ,,नागपुरातील पिपळा हुडकेश्रवर येथील श्री बांगरे ह्यांचे कडील श्री गणेश मुर्ती वरील व्हिडिओ काढलेले दृश्य आहे हे मन विचलित करणारे देवाची कृपा किंवा चमत्कारिक आहे जय श्री गणेश गणपती बाप्पा मोरया मंगल मूर्ती मोरया,Facebook user Smita D Gandhi,2022-09-09T08:04:52Z,विश्वास न्यूज,vishvasnews.com,Fact Check: Viral video of snake and rats roaming on Ganesha idol ...,https://www.vishvasnews.com/marathi/viral/fact-check-viral-video-of-snake-and-rats-on-ganesh-idol-is-old-and-not-from-nagpur/,2022-09-09T08:04:52Z,Half true,mr
AI,,Ananya Pandey & Hardik Pandya AI generated photos circulated after indias win in CT,Social Media,2025-03-14T00:00:00Z,Esakal,esakal.com,"Fact Check : चॅम्पियन्स ट्रॉफी जिंकल्यानंतर हार्दिक पंड्या अन् अनन्या पांडेचा खोटा फोटो व्हायरल, हे आहे पोस्टमागचं सत्य",https://www.esakal.com/viral-satya/fact-check-ananya-pandey-and-hardik-pandya-ai-generated-photos-shared-with-false-claim-of-hug-after-indias-icc-champions-trophy-win-ssg2,2025-03-14T00:00:00Z,FALSE,mr
AI,,120 foot snake found in maha kumbh mela is fake and AI generated,Social Media,2025-01-28T00:00:00Z,Esakal,esakal.com,"Fact Check : महाकुंभात सापडला 120 फूट लांब अन् हजार किलो वजनाचा साप? व्हायरल व्हिडिओचे सत्य काय, जाणून घ्या",https://www.esakal.com/viral-satya/fact-check-prayagraj-viral-video-of-120-foot-snake-found-in-maha-kumbh-mela-2025-fake-ai-generated-content-ssg2,2025-01-28T00:00:00Z,FALSE,mr
AI,,Neha kakkar arrest is fake news and it is ai generated video,Social Media,2025-01-14T00:00:00Z,Esakal,esakal.com,Fact Check : गायिका नेहा कक्करला पोलिसांनी केली अटक? सोशल मिडियावर व्हायरल होणाऱ्या व्हिडिओमागे हे आहे सत्य,https://www.esakal.com/viral-satya/fact-check-singer-neha-kakkar-arrest-fake-news-and-emarlado-scam-exposed-on-social-media-fake-website-posted-ai-generated-video-and-photos-ssg2,2025-01-14T00:00:00Z,FALSE,mr
AI,,PM Narendra Modi did not sing jeena isi ka naam hai and the video is ai generated,Social Media,2025-01-07T00:00:00Z,Esakal,esakal.com,Fact Check : पंतप्रधान नरेंद्र मोदी यांनी 'जीना इसी का नाम है' गाणे गायले नाही AI निर्मित व्हिडिओ व्हायरल,https://www.esakal.com/viral-satya/fact-check-pm-narendra-modi-did-not-sing-jeena-isi-ka-naam-hai-ai-generated-video-viral-ymk86,2025-01-07T00:00:00Z,FALSE,mr
AI,,"Government is not issuing Rs 500 New Ambedkar Series Bank Notes, Viral Image is AI Created",Social Media,2024-12-26T00:00:00Z,Esakal,esakal.com,"Fact Check: डॉ. आंबेडकरांचा फोटो असलेली 500 रुपयांची नोट येणार असल्याचा दावा खोटा, AI द्वारे तयार केला फोटो",https://www.esakal.com/viral-satya/fact-check-the-government-is-not-issuing-the-rs-500-new-ambedkar-series-bank-notes-viral-image-is-ai-created-ras98,2024-12-26T00:00:00Z,FALSE,mr
AI,,Fact Check motivational speaker jaya kishori not started modeling viral photo ai generated social media post,,2024-12-13T00:00:00Z,Esakal,esakal.com,"Fact Check: नाही, जया किशोरीने मॉडेलिंग सुरू केलेले नाही; व्हायरल फोटो एआय जनरेटेड",https://www.esakal.com/viral-satya/fact-check-motivational-speaker-jaya-kishori-not-started-modeling-viral-photo-ai-generated-social-media-post-sk88,2024-12-13T00:00:00Z,FALSE,mr
AI,,AI इंजिनिअर अतुल सुभाष यांच्या पत्नी निकिता सिंघानियाचा फेक फोटो व्हायरल,Social  Media,2024-12-12T14:48:00Z,Maharashtra Times,maharashtratimes.com,Fact Check : AI इंजिनिअर अतुल सुभाष यांच्या पत्नी निकिता सिंघानियाचा फेक फोटो व्हायरल? फोटोचं सत्य जाणून घ्या,https://maharashtratimes.com/india-news/fact-check-atul-subhash-wife-nikita-singhania-fake-photo-viral-on-socil-mediaon-news-in-marathi/articleshow/116274204.cms,,False,mr
AI,,Fact check superstar salman khan eating food with poor children ai generated photo goes viral,,2024-11-30T00:00:00Z,Esakal,esakal.com,Fact Check: गरीब मुलांसोबत रस्त्यावर जेवण करतानाचा सलमान खानचा फोटो AI जनरेटेड; व्हायरल दावा खोटा,https://www.esakal.com/viral-satya/fact-check-superstar-salman-khan-eating-food-with-poor-children-ai-generated-photo-goes-viral-rbb02,2024-11-30T00:00:00Z,FALSE,mr
deepfake,,मोनालिसा भोसलेचे डान्स करतानाचे डीपफेक Video व्हायरल,Twitter User,2025-01-28T00:00:00Z,Marathi News,lokmat.com,Fact Check : महाकुंभमधील सुंदर डोळ्यांच्या मोनालिसा भोसलेचे डान्स करतानाचे डीपफेक Video व्हायरल,https://www.lokmat.com/fact-check/fact-check-monalisa-bhosale-viral-girl-mahakumbh-mela-prayagraj-deepfake-video-viral-a-a597/,2025-02-12T10:09:59Z,चूक,mr
डीपफेक,,शाहरुख खान यांनी दिले संगीत सोमला उत्तर,FB User,2026-01-10T12:45:48Z,विश्‍वास न्‍यूज,vishvasnews.com,Fact Check: शाहरुख खान यांनी नाही भाजप नेता संगीत सोम यांच्या विरोधात ...,https://www.vishvasnews.com/marathi/viral/fact-check-shah-rukh-khan-did-not-make-a-statement-against-bjp-leader-sangeet-som-deepfake-video-goes-viral/,2026-01-10T12:45:48Z,False,mr
राम,,हा व्हिडिओ अयोध्येतील राम मंदिरात एका पुजाऱ्याने नैवेद्य 'चोरल्या'चा आहे.,Insta User- iindian_affairs,2026-06-24T10:08:48Z,विश्वास न्यूज,vishvasnews.com,"Fact Check: मंदिरातील नैवेद्यातून पैसे 'चोरल्या' जात असल्याचा हा व्हिडिओ बंगळूरमधील आहे, अयोध्येतील राम मंदिरातील नाही",https://www.vishvasnews.com/marathi/society/fact-check-this-video-showing-money-being-stolen-from-temple-offerings-is-from-bengaluru-not-the-ram-mandir-in-ayodhya/,2026-06-24T10:08:48Z,False,mr
राम,,छत्रपती शिवाजी महाराजांच्या जयंतीनिमित्त राम मंदिरात आयोजित करण्यात आलेला कार्यक्रम.,FB User Gowardhan Chaudekar,2025-02-27T12:13:07Z,विश्‍वास न्‍यूज,vishvasnews.com,Fact Check: छत्रपती शिवाजी महाराजांच्या जयंतीचा नसून राम मंदिर परिसरात झालेल्या कार्यक्रमाचा आहे हा व्हिडिओ,https://www.vishvasnews.com/marathi/viral/fact-check-old-video-of-ram-temple-falsely-claiming-to-be-of-chhatrapati-shivaji-maharajs-birth-anniversary/,2025-02-27T12:13:07Z,False,mr
राम,,"विश्वास न्यूज ला एक पोस्ट सोशल मीडिया वर फिरत असल्याचे दिसले, चित्रात एक पाचशे रुपयांची नोट दिसते ज्यात भगवान श्री रामाचे चित्र दिसते. दावा करण्यात येत आहे कि हि भारतातील नवीन नोट आहे.",Social Media User,2022-05-26T00:00:00Z,विश्वास न्यूज,vishvasnews.com,"Fact Check: This is not new Rs 500 note, viral claim is fake - Fact Check: चित्रात दिसत असलेली नोट हि ५०० रुपयांची नवीन नोट नाही, व्हायरल दावा खोटा",https://www.vishvasnews.com/marathi/society/fact-check-viral-image-is-not-new-rs-500-note-viral-claim-is-false/,2022-05-26T00:00:00Z,FALSE,mr
राम,,अब_धारा 30A भी हटाई जाए ताकि स्कूलों में गीता रामायण जैसे पवित्र ७ ग्रंथ पढाए जा सके जय श्री राम,bjp_army,2021-12-08T07:27:35Z,विश्वास न्यूज,vishvasnews.com,Fact Check: Post stating there is ban on study of religious books in schools is fake - Fact Check: शाळांमध्ये धार्मिक पुस्तकांच्या अभ्यासावर बंदी असल्याचे सांगणारी ही पोस्ट खोटी आहे,https://www.vishvasnews.com/marathi/politics/fact-checkpost-stating-there-is-ban-on-study-of-religious-books-in-schools-is-fake/,2021-12-08T15:48:14Z,False,mr
राम,,अयोध्येत बांधल्या जात असलेल्या राम मंदिराच्या अधिकृत अनिमेशन व्हिडिओ.,जितेंद्र सिंह,2023-01-14T08:31:47Z,विश्वास न्यूज,vishvasnews.com,Fact Check: Video being shared as 3D animation of Ram Mandir is ...,https://www.vishvasnews.com/marathi/viral/fact-check-viral-video-not-of-3d-animation-of-ram-mandir-viral-video-misleading/,2023-01-14T08:31:47Z,Half true,mr
