claim_text,claimant,claim_date,review_date,rating,publisher_domain,review_title,review_url,language,language_name,data_source,extraction_method
"દિલ્હી-મુંબઈ એક્સપ્રેસ વેનો સુરત સ્ટ્રેચ ચાલુ કરવામાં આવતા એક્સપ્રેસ વે મામલે એક દાવો વાઇરલ થયો હતો. જેમાં એક તસવીર શેર કરી કહેવામાં આવ્યું હતું કે, તે દેશના પહેલા વાઇલ્ડલાઇફ ઓવરપાસ કોરિડોરની છે. જોકે, અમારી તપાસમાં તે સિંગાપોરની તસવીર નીકળી. વધુમાં, વોડદરાના ગંભીરા બ્રિજ દુર્ઘટના બાદ રોડ અને પુલો મામલે ચર્ચા જાગી. દરમિયાન, દેશમાં ટુ વ્હિલરને પણ ટોલ ટેક્સ ચૂકવવાનો દાવો વાઇરલ થયો. જોકે, તપાસમાં તે દાવો ખોટો પુરવાર થયો. વાંચો સપ્તાહની ટોપ ફેક્ટ ચેક.",,,"Jul 13, 2025",,newschecker.in,"Weekly Wrap: દેશના પહેલા વાઇલ્ડલાઇફ ઓવરપાસ, ટુ વ્હિલર ટોલ ટેક્સ, બિહાર ચૂંટણી સહિતની સપ્તાહની ટોપ ફેક્ટ ચેક",https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/weekly-wrap-first-wildlife-overpass-and-2-wheel-toll-tax-top-fact-checks,gu,Gujarati,newschecker_scrape,html_fallback
₹500ની નોટોનું છાપકામ બંધ કરી દેવામાં આવ્યું છે અને માર્ચ 2026 પછી ₹500ની નોટ માન્ય રહેશે નહીં.,,,"Jun 5, 2025",False,newschecker.in,Fact Check – શું માર્ચ 2026 પછી 500 રૂપિયાની નોટ માન્ય રહેશે નહીં? શું છે સત્ય,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-500-rs-notes-will-be-banned-from-march-2026-false-message,gu,Gujarati,newschecker_scrape,html_fallback
"15મી જૂનથી સિનિયર સિટિઝનને દેશમાં બસ, રેલ્વે અને હવાઈ મુસાફરી કેન્દ્ર સરકાર દ્વારા ફ્રી કરાઈ હોવાનો દાવો કરતો અહેવાલ.",,,"Jun 18, 2025",False,newschecker.in,Fact Check – 15મી જૂનથી સિનિયર સિટિઝન્સને દેશભરમાં યાત્રા ફ્રી છે? શું છે સત્ય,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-free-travel-from-15th-june-for-senior-citizen-viral-claim-is-false,gu,Gujarati,newschecker_scrape,html_fallback
સાસણ ગીરમાં બે સિંહો વચ્ચેની ભયંકર લડાઈનો લાઇવ વીડિયો.,,,"Jun 11, 2025",False,newschecker.in,Fact Check – શું બે સિંહ વચ્ચેની ભયંકર લડાઈનો આ વાઇરલ વીડિયો સાસણ ગીરનો છે?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-lion-fight-of-south-africas-safari-falsely-shared-as-sasan-gir-incident,gu,Gujarati,newschecker_scrape,html_fallback
ગુજરાતમાં સૂતેલા માણસ પાસે સિંહ આવી ચડ્યાનો વીડિયો.,,,"Jun 10, 2025",Altered Video,newschecker.in,Fact Check – સૂતેલા માણસ પાસે સિંહ આવી ગયાનો વાઇરલ વીડિયો ખરેખર AI જનરેટેડ,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-lion-roaming-around-sleeping-man-video-is-ai-generated,gu,Gujarati,newschecker_scrape,html_fallback
ભગવાન રામના ધનુષ્યનો સમુદ્રમાંથી નીકળતો વીડિયો.,,,"Jun 4, 2025",Altered Video,newschecker.in,Fact Check – ભગવાન રામનું ધનુષ સમુદ્રમાંથી મળી આવ્યાના દાવા સાથે વાયરલ વીડિયો AI જનરેટેડ,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-lord-rams-bow-found-in-ocean-video-is-ai-generated,gu,Gujarati,newschecker_scrape,html_fallback
પ્લેનમાં સીટ 11A માટે મહિલાએ યુવકને ઝીંક્યો લાફો! વિડિયો વાયરલ.,,,"Jul 4, 2025",False,newschecker.in,Fact Check – ફ્લાઇટમાં મહિલા અને યુવક વચ્ચે 11A સીટ માટેની લડાઈના વીડિયોનું શું છે સત્ય?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-passengers-fighting-over-seat-11a-in-flight-video,gu,Gujarati,newschecker_scrape,html_fallback
ઋષિકેશમાં રિવર રાફ્ટિંગ દરમિયાન બોટ પલટી ગયાનો વીડિયો.,,,"Jun 10, 2025",False,newschecker.in,Fact Check – શું આ વાઇરલ વીડિયો ખરેખર ઋષિકેશ રિવર રાફ્ટિંગ અકસ્માતનો છે?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-river-rafting-accident-video-of-bosnia-shared-as-rishikesh-boat-accident,gu,Gujarati,newschecker_scrape,html_fallback
"સિંગાપોરમાં કોવિડ-૧૯ દર્દીનું શબપરીક્ષણ કરવામાં આવ્યું, જેમાં જાણવા મળ્યું કે તે વાયરલ રોગ નહીં પણ બેક્ટેરિયલ રોગ છે.",,,"Jun 3, 2025",False,newschecker.in,Fact Check – શું સિંગાપોરે ‘શોધ્યું’ કે કોવિડ-19 બેક્ટેરિયાથી થાય છે? શું છે સત્ય,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-singapore-fake-covid19-autopsy-advisory,gu,Gujarati,newschecker_scrape,html_fallback
ઉદ્ધવ ઠાકરેએ મુઘલ શાસક ઔરંગઝેબને પોતાના ભાઈ કહ્યાનો વીડિયો.,,,"Jun 2, 2025",False,newschecker.in,Fact Check – શું ઉદ્ધવ ઠાકરેએ મુઘલ શાસક ઔરંગઝેબને પોતાના ભાઈ કહ્યા?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-uddhav-thakrey-did-not-refer-to-mughal-aurangzeb-as-his-brother,gu,Gujarati,newschecker_scrape,html_fallback
વિજય રૂપાણીની પ્લૅન ક્રેશ પહેલાની અંતિમ તસવીર.,,,"Jun 17, 2025",https://archive.is/kgjp5,newschecker.in,Fact Check – શું આ વિજય રૂપાણીની ક્રેશ પહેલા ફ્લાઇટમાં લેવાયેલી અંતિમ તસવીર છે?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-vijay-rupanis-old-flight-journey-photo-shared-as-last-image-before-plane-crash,gu,Gujarati,newschecker_scrape,html_fallback
જાસૂસીના આરોપસર ધરપકડ કરાયેલી જ્યોતિ મલ્હોત્રા પર થયેલા હુમલાનો વીડિયો.,,,"May 28, 2025",False,newschecker.in,Fact Check – બાંગ્લાદેશનો વીડિયો યુટ્યુબર જ્યોતિ મલ્હોત્રા પર હુમલાના ખોટા દાવા સાથે વાઇરલ,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-viral-video-of-jyoti-malhotra-beaten-up-is-false,gu,Gujarati,newschecker_scrape,html_fallback
"આ સપ્તાહમાં 500 રૂપિયાની નવી નોટ બંધ થવાના વાઇરલ મૅસેજ અને સિંગાપોરમાં કોવિડ19 વાઇરસના દર્દીના પોસ્ટમોર્ટમ પછી બહાર આવેલી કથિત હકિકતો સહિતની મિસઇન્ફર્મેશન શેર કરવામાં આવી હતી. સોશિયલ મીડિયામાં મૅસેજ વાઇરલ થયો કે સપ્ટેમ્બર-25થી એટીએમમાં 500 રૂપિયાની નવી નોટ નહીં નીકળશે અને આરબીઆઈ આવતા વર્ષ માર્ચથી તે નોટો તદ્દન બંધ કરવા જઈ રહી છે. પણ અમારી તપાસમાં તે દાવો ગેરમાર્ગે દોરનારો ખોટો દાવો નીકળ્યો છે. વળી, સિંગાપોરમાં કોવિડ-19ના દર્દીનું પોસ્ટમોર્ટમ કરતા કોવિડ એક વાઇરલ નહીં પણ બેક્ટિરિયાજન્ય હોવાનું બહાર આવતા સારવાર પદ્ધતિ બદલવામાં આવ્યાનો દાવો વાઇરલ કરાયો હતો. આ પણ એક ખોટો દાવો પુરવાર થયો છે. વાંચો સપ્તાહની ટોપ ફેક્ટ ચેક.",,,"Jun 7, 2025",,newschecker.in,Weekly Wrap: ₹500ની નવી નોટો અને કોવિડ-19 વિશેના ખોટા દાવા સહિતની સપ્તાહની ટોપ ફેક્ટ ચેક,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/weekly-wrap-500-rs-note-ban-and-other-misinformation-claims,gu,Gujarati,newschecker_scrape,html_fallback
એર સ્ટ્રાઇકમાં ફાઈટર પ્લેનને રમકડાની જેમ ઉડાવી દીધાનો આ આકાશી તબાહીનો વીડિયો.,,,"May 14, 2025",False,newschecker.in,Fact Check – એર સ્ટ્રાઇકના નામે ARMA3 વીડિયો ગેમનો વીડિયો વાઇરલ,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-air-strike-fighter-jet-down-viral-video-is-actually-a-video-game-clip,gu,Gujarati,newschecker_scrape,html_fallback
"ભારતીય સેનાના કર્નલ સોફિયા કુરેશી એક પ્રેસ કોન્ફરન્સમાં, ""તે મુસ્લિમ છે પણ આતંકવાદી નથી. આતંકવાદનો કોઈ ધર્મ હોતો નથી."" કહેતો વીડિયો",,,"May 16, 2025",Altered Video,newschecker.in,"Fact Check – ‘હું મુસ્લિમ, પણ આતંકવાદી નથી’, કર્નલ સોફિયા કુરેશીનો Deepfake વીડિયો વાઇરલ",https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-colonel-sophia-qureshis-religion-deepfake-video,gu,Gujarati,newschecker_scrape,html_fallback
ઓપરેશન સિંદુંરના હવાઈહુમલા સમયેનો ફાઇટર જેટનો વીડિયો.,,,"May 12, 2025",Altered Video,newschecker.in,Fact Check – ઓપરેશન સિંદુરના હવાઇ હુમલા માટે ઉડતા ફાઇટર જેટ હોવાનો દાવો કરતો આ વીડિયો AI જનરેટેડ છે,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-fighter-jet-flying-in-sky-for-air-strike-video-is-ai-generated,gu,Gujarati,newschecker_scrape,html_fallback
'પાકિસ્તાન મુર્દાબાદ' લખેલી ટાઇલ્સો બનાવી ગુજરાતના વેપારીનો પાકિસ્તામ અનોખા વિરોધનો વીડિયો.,,,"May 10, 2025",False,newschecker.in,Fact Check – શું ગુજરાતના મોરબીમાં ‘પાકિસ્તાન મુર્દાબાદ’ લખેલી ટાઇલ્સો બનાવાઈ રહી છે?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-gujarat-morbi-pakistan-murdabad-tiles-viral-video-is-six-years-old,gu,Gujarati,newschecker_scrape,html_fallback
ઓપરેશન સિંદુર વચ્ચે કેદ કરાયેલ પાકિસ્તાની પાઇલટનો પહેલો ફોટો.,,,"May 21, 2025",False,newschecker.in,Fact Check – શું વાઇરલ તસવીર પકડાયેલ પાકિસ્તાની પાઇલટનો પહેલો ફોટો છે? જાણો સત્ય,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-old-turky-plane-crash-image-shared-as-captured-pakistani-pilots-photo,gu,Gujarati,newschecker_scrape,html_fallback
ભારતના હુમલા પછી પાકિસ્તાની ન્યૂઝ એન્કર ચાલુ કાર્યક્રમે રડવા લાગ્યા.,,,"May 14, 2025",False,newschecker.in,Fact Check – શું ભારતના હુમલા પછી પાકિસ્તાની ન્યૂઝ એન્કર ચાલુ કાર્યક્રમે રડવા લાગ્યા?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-pakistani-news-anchor-crying-on-tv-video-is-misattributed-to-india-pakistan-conflict,gu,Gujarati,newschecker_scrape,html_fallback
પાકિસ્તાનના કિરાના હિલ્સ પર પરમાણુ સાઇટ ઉડાવી દેવાઈ તેનો વીડિયો.,,,"May 21, 2025",False,newschecker.in,Fact Check – પાકિસ્તાનના કિરાણા હિલ્સ રેડિયેશન લીકના દાવા સાથે વાયરલ વીડિયોનું શું છે સત્ય?,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-pakistans-kirana-hills-radiation-leak-video-is-false,gu,Gujarati,newschecker_scrape,html_fallback
ઓપરેશન સિંદુર બાદ બલુચિસ્તાનમાં આઝાદીની માગણીની રેલીમાં ભારતના ઝંડા ફરાકાવાયાનો વીડિયો,,,"May 23, 2025",False,newschecker.in,Fact Check – ઓપરેશન સિંદુર બાદ સુરતની ત્રિરંગા યાત્રાનો વીડિયો બલુચિસ્તાનમાં આઝાદીની રેલીના નામે વાઇરલ,https://newschecker.in/gu/fact-checks-gu/fact-checks-gu/fact-check-surat-tiranga-yatra-video-shared-as-freedom-rally-in-balochistan,gu,Gujarati,newschecker_scrape,html_fallback
